,loan_amnt,funded_amnt,int_rate,annual_inc,total_pymnt
2662,22000,22000,11.71,70000.0,20596.97
2663,6000,6000,15.96,28800.0,7150.101064
2664,15000,15000,17.58,130000.0,19331.90376
2665,5200,5200,11.71,54000.0,6133.294136
2666,17500,17500,7.9,40000.0,19712.85752
2667,6400,6400,11.71,50000.0,7386.079222
2668,3825,3825,10.65,22000.0,4287.919516
2669,21000,21000,7.9,60000.0,23274.4997
2670,14000,14000,12.42,72000.0,16631.40425
2671,18950,18950,10.65,50000.0,22221.40339
2672,3000,3000,9.91,40000.0,3480.265019
2673,2400,2400,12.69,48000.0,2842.15
2674,6000,6000,12.69,75000.0,6906.16538
2675,16000,16000,18.64,115000.0,24033.26
2676,18000,18000,12.42,90000.0,20439.97805
2677,10000,10000,16.29,25000.0,12708.07476
2678,2125,2125,15.27,35000.0,2661.978054
2679,7500,7500,7.9,34000.0,3049.02
2680,10000,10000,6.62,80000.0,10678.14876
2681,21000,21000,12.42,70000.0,24983.11
2682,25000,25000,13.49,250000.0,30537.33517
2683,16000,16000,9.91,40000.0,18336.37325
2684,20000,20000,7.9,60000.0,22265.31562
2685,3600,3600,14.27,106000.0,3914.958701
2686,20000,20000,18.25,99996.0,30268.79
2687,24000,24000,19.03,98000.0,32975.81
2688,19075,19075,20.3,50000.0,26978.72
2689,10000,10000,18.64,81600.0,13342.56659
2690,8000,8000,11.71,25000.0,8460.96827
2691,1000,1000,14.65,11820.0,1241.830118
2692,4000,4000,8.9,15456.0,4572.426091
2693,18800,18800,18.25,46000.0,7160.19
2694,14000,14000,12.42,84000.0,16672.80698
2695,15000,15000,15.27,29000.0,18950.02
2696,16775,16775,14.27,140000.0,19056.48206
2697,6325,6325,8.9,25000.0,7177.878643
2698,5700,5700,18.64,75000.0,8372.042071
2699,13225,13225,13.49,35000.0,16154.20857
2700,10000,10000,14.65,31000.0,12356.44013
2701,13500,13500,8.9,100000.0,14799.55967
2702,12000,12000,12.69,60000.0,12376.11535
2703,15000,15000,7.9,45000.0,15480.19344
2704,20200,20200,21.28,59670.0,13809.19
2705,20000,20000,14.27,95000.0,12331.18
2706,12000,12000,13.49,112000.0,14657.91765
2707,25975,25975,22.06,66000.0,38055.59
2708,10600,10600,6.0,54000.0,14808.39002
2709,13475,13475,10.65,35000.0,15801.23205
2710,4000,4000,9.91,48000.0,4518.667425
2711,5000,5000,9.91,98580.0,5618.54
2712,7500,7500,16.29,67000.0,1296.37
2713,21000,21000,19.42,42000.0,8705.58
2714,9600,9600,17.27,40000.0,13177.76381
2715,10000,10000,7.51,75000.0,11199.88397
2716,3725,3725,12.69,27302.4,4077.033527
2717,19425,19425,20.89,46500.0,19414.81
2718,25900,25900,16.77,62000.0,37405.00006
2719,30000,30000,21.67,100000.0,29013.36
2720,13000,13000,19.42,37500.0,19086.73998
2721,15600,15600,14.65,48575.0,16223.46
2722,20000,20000,12.69,64049.0,24048.41005
2723,10000,10000,9.91,107000.0,11574.8003
2724,8000,8000,14.65,72000.0,0.0
2725,12000,12000,11.71,25000.0,15717.69998
2726,12000,12000,9.91,97000.0,12290.50408
2727,4000,4000,12.42,42000.0,4516.497139
2728,9750,9750,20.3,60000.0,13769.35846
2729,24000,24000,7.51,86000.0,24296.95464
2730,35000,35000,19.91,132500.0,49499.90992
2731,3125,3125,16.77,135000.0,4278.29407
2732,12000,12000,11.71,140000.0,14183.43257
2733,17500,17500,8.9,84000.0,20004.47868
2734,6000,6000,11.71,90000.0,7091.716287
2735,15000,15000,13.49,38000.0,18254.66
2736,8000,8000,17.58,36000.0,4896.44
2737,28000,28000,18.64,129000.0,39583.7139
2738,30000,30000,7.9,161000.0,31534.13887
2739,28000,28000,18.25,157000.0,37859.99
2740,1000,1000,15.96,24000.0,1063.562931
2741,23800,23800,12.42,47600.0,27800.45567
2742,17000,17000,6.03,50000.0,18626.52584
2743,18000,18000,15.27,50000.0,11328.36
2744,13500,13500,12.42,57840.0,16796.65371
2745,24000,24000,9.91,75000.0,27842.34916
2746,3600,3600,7.51,85000.0,4031.956535
2747,15000,15000,16.29,50000.0,19062.15824
2748,1000,1000,13.49,53200.0,1125.586704
2749,30000,30000,23.52,110000.0,7625.93
2750,3600,3600,13.49,36000.0,4397.383368
2751,15500,15500,10.65,56510.0,16914.54884
2752,14000,14000,17.58,40000.0,18114.78032
2753,6400,6400,13.49,29000.0,7507.720396
2754,3600,3600,6.62,45000.0,3760.513777
2755,14000,14000,6.62,115000.0,14683.5293
2756,4025,4025,9.91,25000.0,4653.613376
2757,15000,15000,20.89,59000.0,21420.16
2758,2600,2600,12.69,9600.0,2731.091936
2759,16500,16500,8.9,32968.0,18476.00651
2760,15000,15000,13.49,96000.0,15499.24002
2761,8875,8875,8.9,23000.0,1970.22
2762,30000,30000,18.64,61000.0,7751.7
2763,23000,23000,20.3,120000.0,35084.73996
2764,3825,3825,14.65,21000.0,4749.761555
2765,11100,11100,16.77,55000.0,14195.65357
2766,12000,12000,9.91,40000.0,13834.05639
2767,8900,8900,18.64,77000.0,6602.31
2768,12000,12000,11.71,120000.0,14030.88
2769,3000,3000,7.51,15000.0,3103.376889
2770,5600,5600,7.9,32000.0,6269.515575
2771,12000,12000,17.27,43000.0,17247.27998
2772,12000,12000,11.71,60000.0,14288.7617
2773,25000,25000,15.96,113000.0,28154.48049
2774,12000,12000,9.91,87000.0,10266.88
2775,35000,35000,21.67,165000.0,42723.9653
2776,30000,30000,14.65,70000.0,37529.89
2777,10000,10000,12.69,62000.0,9748.35
2778,21600,21600,20.3,72800.0,31816.7554
2779,8000,8000,10.65,60780.0,7035.93
2780,6000,6000,9.91,62000.0,6674.273548
2781,15000,15000,18.25,281000.0,15453.95137
2782,35000,35000,20.3,75000.0,29456.88
2783,14400,14400,20.3,77500.0,18387.67316
2784,10500,10500,12.69,75600.0,11222.75621
2785,9000,9000,11.71,51000.0,3363.2
2786,10900,10900,12.42,55000.0,12510.31267
2787,17600,17600,12.42,140000.0,21171.90367
2788,1800,1800,13.49,40000.0,1092.0
2789,14000,14000,18.64,63000.0,5367.16
2790,10000,10000,7.9,102672.0,11264.45805
2791,6000,6000,7.9,46443.36,6758.656936
2792,5200,5200,8.9,36000.0,5716.43
2793,6500,6500,6.03,61650.0,6585.532246
2794,10000,10000,16.29,45500.0,12708.07204
2795,8000,8000,9.91,35000.0,9280.783048
2796,2800,2800,16.29,43200.0,1676.09
2797,35000,35000,17.27,97000.0,37464.34225
2798,12000,12000,11.71,125000.0,12788.86457
2799,11200,11200,6.62,52000.0,12379.67865
2800,8000,8000,13.49,23000.0,2815.19
2801,14825,14825,23.52,45600.0,2183.83
2802,6100,6100,18.64,70000.0,3997.62
2803,17000,17000,15.96,60000.0,17226.81
2804,16000,16000,15.96,64000.0,19796.08886
2805,1500,1500,6.03,24000.0,1643.496272
2806,6500,6500,7.51,80000.0,7072.479299
2807,5500,5500,14.65,107000.0,7666.909992
2808,10000,10000,12.69,50000.0,1003.53
2809,7125,7125,9.91,36648.0,8265.658044
2810,14000,14000,14.65,81000.0,17514.94
2811,11000,11000,16.29,52000.0,13238.28099
2812,3000,3000,9.91,83000.0,3480.265019
2813,15850,15850,21.28,66000.0,22877.75
2814,12000,12000,14.65,43700.0,16852.71998
2815,29700,29700,11.71,57000.0,36853.28965
2816,6500,6500,7.51,28000.0,7261.190036
2817,2800,2800,6.03,55000.0,3067.899952
2818,10000,10000,6.03,50000.0,10616.72525
2819,30000,30000,20.3,82000.0,33445.67026
2820,8000,8000,6.62,50000.0,8485.700848
2821,12000,12000,18.64,61234.0,12008.16
2822,35000,35000,12.42,101000.0,41648.39
2823,30000,30000,20.3,180000.0,42362.14
2824,9000,9000,7.51,57240.0,9476.91552
2825,3000,3000,20.3,43000.0,3796.839404
2826,7925,7925,15.27,30000.0,9951.773707
2827,18000,18000,14.27,36000.0,16308.62
2828,24575,24575,20.89,54600.0,7252.13
2829,15000,15000,15.27,85000.0,18087.9077
2830,15000,15000,17.58,63200.0,18037.96435
2831,12000,12000,6.62,105000.0,13084.46516
2832,15000,15000,14.65,70000.0,18626.79075
2833,6400,6400,11.71,62502.0,7620.677496
2834,14125,14125,19.42,50620.0,19551.97
2835,4000,4000,6.03,115000.0,4382.690262
2836,35000,35000,21.28,120000.0,50473.55
2837,14950,14950,9.91,75000.0,17343.42754
2838,16000,16000,7.9,53000.0,17952.27207
2839,2500,2500,12.69,60000.0,2958.271765
2840,12000,12000,14.65,40000.0,15414.36204
2841,15000,15000,12.69,73000.0,18114.15174
2842,1000,1000,14.65,56000.0,1239.271444
2843,1200,1200,13.49,110000.0,1432.093614
2844,16000,16000,19.91,45000.0,18805.30732
2845,4000,4000,11.71,40452.0,4783.009025
2846,9450,9450,22.06,70000.0,14966.35996
2847,17000,17000,13.49,43200.0,20765.41698
2848,13600,13600,18.64,67816.0,20361.20002
2849,7200,7200,11.71,26453.0,3805.6
2850,17475,17475,9.91,40000.0,18533.46231
2851,16000,16000,12.42,75000.0,17215.66188
2852,15000,15000,14.27,75000.0,18526.75859
2853,12000,12000,11.71,55200.0,14288.76169
2854,35000,35000,19.03,98500.0,51738.15996
2855,12400,12400,7.51,36800.0,13133.02805
2856,2500,2500,11.71,61440.0,2974.447258
2857,7200,7200,7.9,41196.0,8110.433065
2858,12000,12000,15.27,64400.0,16551.97997
2859,6000,6000,10.65,50000.0,7035.811014
2860,10000,10000,11.71,33200.0,11907.34732
2861,15000,15000,8.9,95000.0,10478.6
2862,20000,20000,16.77,82500.0,25246.05816
2863,4000,4000,6.03,87000.0,4382.690262
2864,14400,14400,12.42,100000.0,18822.15998
2865,12800,12800,14.65,39000.0,13222.12
2866,12800,12800,18.25,45000.0,16989.08838
2867,12000,12000,17.27,34200.0,2698.04
2868,10625,10625,14.27,51000.0,6452.01
2869,7500,7500,7.9,60000.0,1173.9
2870,14750,14750,13.49,64500.0,19529.37006
2871,17500,17500,11.71,95950.0,20837.85781
2872,16000,16000,11.71,88000.0,18779.37997
2873,6700,6700,15.27,26000.0,8466.05
2874,7000,7000,12.42,24000.0,8418.229505
2875,6625,6625,6.62,30000.0,7157.125318
2876,12000,12000,17.58,25000.0,11475.62
2877,7000,7000,7.9,48226.0,7845.530278
2878,7000,7000,11.71,65000.0,8335.088038
2879,35000,35000,11.71,100500.0,40971.52
2880,1000,1000,15.27,38000.0,1252.695555
2881,16000,16000,12.69,34320.0,19023.22807
2882,10000,10000,16.77,52000.0,12693.23906
2883,10500,10500,19.42,50000.0,14546.47
2884,25000,25000,12.69,80000.0,28829.6762
2885,3100,3100,11.71,55000.0,3707.38849
2886,25000,25000,11.71,39600.0,25485.79147
2887,2500,2500,6.03,48000.0,2716.617111
2888,9000,9000,13.49,70000.0,10556.6276
2889,1600,1600,16.29,26000.0,2033.207281
2890,10800,10800,14.65,115000.0,13411.31063
2891,20000,20000,13.49,75000.0,24358.26
2892,8000,8000,13.49,98000.0,9771.918186
2893,12000,12000,19.42,37000.0,16959.54526
2894,5000,5000,6.03,40000.0,5025.59
2895,6000,6000,9.91,63000.0,6960.587288
2896,8600,8600,10.65,40000.0,9801.31006
2897,9450,9450,16.29,29000.0,12009.17269
2898,5200,5200,12.42,36850.0,6255.333504
2899,6000,6000,8.9,120000.0,6858.690042
2900,2800,2800,14.65,30000.0,3476.957173
2901,8500,8500,15.27,53208.0,9553.328841
2902,27000,27000,19.91,98000.0,10608.14
2903,3200,3200,13.49,38400.0,3908.767275
2904,17050,17050,14.27,40800.0,21156.48473
2905,18000,18000,13.49,65000.0,18988.11187
2906,6200,6200,12.69,40000.0,7410.731849
2907,8000,8000,19.42,50000.0,10628.06
2908,12000,12000,13.49,47000.0,14657.91765
2909,20000,20000,11.71,45000.0,23391.39
2910,3000,3000,6.62,22800.0,3315.960887
2911,10000,10000,15.96,80000.0,9588.75
2912,8000,8000,14.65,30188.4,9456.50719
2913,14000,14000,9.91,103000.0,15028.82669
2914,22000,22000,16.77,57000.0,27697.16629
2915,16000,16000,14.27,85000.0,19402.93328
2916,4500,4500,10.65,64800.0,5276.858261
2917,8000,8000,6.62,70000.0,8770.372204
2918,5000,5000,20.89,106300.0,6742.59405
2919,15000,15000,14.27,31200.0,18262.98284
2920,35000,35000,14.27,98000.0,47359.13995
2921,16000,16000,6.03,35000.0,17314.94401
2922,14400,14400,14.27,94104.0,17785.72612
2923,35000,35000,8.9,277000.0,40009.00825
2924,17000,17000,9.91,65000.0,19721.63534
2925,15000,15000,15.27,64000.0,20973.09004
2926,5600,5600,7.9,36000.0,6054.956947
2927,9000,9000,15.96,54000.0,11400.49461
2928,9000,9000,12.42,48000.0,10161.59321
2929,8800,8800,11.71,42000.0,10299.38375
2930,8000,8000,18.25,45000.0,10329.84209
2931,10000,10000,11.71,38000.0,11907.34732
2932,12000,12000,8.9,39996.0,3791.81
2933,5000,5000,10.65,36000.0,5863.155187
2934,16000,16000,17.27,74999.0,19701.22184
2935,1925,1925,9.91,69600.0,2000.673993
2936,20000,20000,15.96,80856.0,25679.16
2937,4200,4200,20.89,78000.0,5997.43
2938,15000,15000,7.51,65004.0,16214.56551
2939,5200,5200,13.49,45000.0,6062.288467
2940,16000,16000,15.27,110000.0,19699.85633
2941,2700,2700,12.69,15000.0,3260.490045
2942,4500,4500,11.71,40000.0,538.11
2943,2100,2100,6.03,40000.0,2217.499811
2944,1000,1000,12.69,70000.0,1151.040047
2945,4000,4000,20.3,55000.0,6190.84
2946,13000,13000,7.9,42000.0,14588.55487
2947,28000,28000,18.64,140000.0,39688.89
2948,22400,22400,18.25,51000.0,30260.49
2949,16000,16000,6.03,150000.0,17530.86166
2950,30500,30500,14.27,125000.0,37811.95
2951,3000,3000,8.9,43200.0,3430.041168
2952,30000,30000,9.91,220000.0,34802.93641
2953,20000,20000,12.69,85000.0,24734.29945
2954,4900,4900,6.03,42000.0,5368.808148
2955,12000,12000,17.58,75000.0,6119.86
2956,20000,20000,14.27,120000.0,24794.03
2957,7000,7000,15.96,39000.0,8544.689642
2958,3600,3600,11.71,52000.0,3767.42002
2959,13200,13200,13.49,42996.0,16064.09
2960,6000,6000,15.27,20400.0,7516.266376
2961,35000,35000,7.9,408000.0,39322.49746
2962,7000,7000,9.91,37440.0,8002.484659
2963,35000,35000,10.65,160000.0,41042.21022
2964,7000,7000,7.9,39000.0,2071.27
2965,10500,10500,15.96,45000.0,11806.4
2966,15575,15575,14.27,66000.0,16118.15778
2967,14000,14000,16.77,108000.0,18308.05
2968,16000,16000,7.9,35500.0,17812.41036
2969,3000,3000,12.69,42000.0,3622.800206
2970,7200,7200,19.03,35000.0,8591.47
2971,3200,3200,12.42,38000.0,3849.430345
2972,30000,30000,19.42,150000.0,45179.17995
2973,15600,15600,11.71,70000.0,18575.43152
2974,5600,5600,15.27,51600.0,6153.42
2975,3000,3000,11.71,37000.0,3572.190424
2976,18000,18000,7.9,55000.0,19050.99725
2977,7200,7200,11.71,30000.0,8573.270787
2978,16000,16000,16.77,120000.0,20930.47
2979,3000,3000,12.69,39192.0,2708.44
2980,24000,24000,19.03,65000.0,29277.25607
2981,6000,6000,6.03,50000.0,6388.385885
2982,15000,15000,18.25,45000.0,17373.78178
2983,25000,25000,12.42,162480.0,29897.02583
2984,10000,10000,6.03,60000.0,10105.12281
2985,15000,15000,6.62,36000.0,15535.10455
2986,5000,5000,19.91,97008.0,7002.98
2987,30000,30000,6.62,89028.0,31932.91095
2988,5000,5000,12.42,22000.0,5939.781563
2989,7500,7500,16.77,120000.0,9610.593327
2990,35000,35000,12.42,64620.0,46688.58998
2991,16800,16800,6.03,75000.0,17982.7058
2992,35000,35000,17.27,97936.0,11373.24
2993,1800,1800,7.51,58000.0,2012.517528
2994,16000,16000,17.27,63336.0,20493.84826
2995,3000,3000,12.42,90000.0,3608.817963
2996,5000,5000,6.62,40000.0,5526.650852
2997,24000,24000,14.65,64480.0,6328.41
2998,13000,13000,8.9,25000.0,14860.46115
2999,4000,4000,13.49,30000.0,4871.012633
3000,25000,25000,19.03,150000.0,36019.88479
3001,15000,15000,7.9,85000.0,15367.07381
3002,35000,35000,7.9,120000.0,36385.6485
3003,10000,10000,12.42,56000.0,10584.77638
3004,10000,10000,11.71,73000.0,11442.76676
3005,14400,14400,10.65,45000.0,15471.33453
3006,35000,35000,23.52,108600.0,9828.83
3007,6075,6075,12.42,12000.0,4868.88
3008,8000,8000,6.62,62400.0,8861.3
3009,20000,20000,17.27,57000.0,26563.92704
3010,35000,35000,7.9,125000.0,39425.71504
3011,17400,17400,18.25,48000.0,13233.91
3012,16000,16000,17.58,32000.0,21307.03
3013,1600,1600,12.42,53616.0,1924.678396
3014,12800,12800,8.9,50400.0,14005.29
3015,7750,7750,6.62,70000.0,8566.29401
3016,18000,18000,22.06,49989.0,12433.62
3017,5700,5700,23.52,95000.0,9593.289993
3018,12000,12000,15.27,52000.0,16895.12998
3019,6000,6000,13.49,31200.0,7182.753313
3020,3000,3000,13.49,130000.0,3664.418853
3021,5600,5600,7.9,36000.0,5923.202756
3022,8000,8000,14.65,33000.0,7722.84
3023,30000,30000,16.77,100000.0,33436.95649
3024,20000,20000,13.49,85000.0,24384.98913
3025,10000,10000,9.91,60000.0,10850.36
3026,24000,24000,9.91,50400.0,27436.42431
3027,10800,10800,20.3,95000.0,1146.8
3028,17600,17600,13.49,90000.0,10321.27
3029,5100,5100,7.9,53000.0,5744.847208
3030,6000,6000,12.69,77000.0,7133.972383
3031,1400,1400,13.49,55000.0,1710.035216
3032,8000,8000,15.96,74500.0,9266.575893
3033,7500,7500,12.42,40000.0,9022.081681
3034,3175,3175,6.03,28800.0,3474.282747
3035,18000,18000,7.9,96720.0,20276.0603
3036,10000,10000,14.65,99275.0,12417.83093
3037,7000,7000,7.9,73000.0,7885.107215
3038,20000,20000,14.65,50000.0,7581.85
3039,20500,20500,11.71,85000.0,22902.98211
3040,14800,14800,17.27,39000.0,20315.75716
3041,30000,30000,13.49,135000.0,28376.87
3042,3000,3000,6.03,66000.0,3287.026081
3043,5800,5800,17.27,51000.0,8100.806271
3044,4000,4000,10.65,52500.0,4690.49936
3045,6000,6000,12.69,40000.0,6615.192791
3046,32275,32275,11.71,77000.0,37788.12
3047,35000,35000,18.25,162000.0,28924.14
3048,7800,7800,9.91,50004.0,8765.7
3049,6000,6000,8.9,27600.0,6716.137464
3050,6300,6300,14.65,60000.0,5554.14
3051,18000,18000,11.71,60000.0,12114.84
3052,5000,5000,8.9,36400.0,5652.915474
3053,16000,16000,12.42,72000.0,6967.17
3054,5000,5000,8.9,24000.0,5108.819651
3055,12000,12000,19.03,62200.0,15545.3097
3056,12000,12000,8.9,50000.0,9262.73
3057,30000,30000,9.91,76800.0,37036.36998
3058,1300,1300,7.9,41000.0,1464.37194
3059,16000,16000,6.03,84000.0,17530.86166
3060,11250,11250,17.58,96000.0,13683.06449
3061,7000,7000,17.58,52800.0,9057.335327
3062,5000,5000,7.51,52000.0,5599.9208
3063,8000,8000,7.9,64000.0,9011.557494
3064,12000,12000,8.9,38400.0,13566.64886
3065,4000,4000,6.03,48000.0,4382.690262
3066,7000,7000,9.91,130000.0,8120.656545
3067,7600,7600,6.03,70920.0,8252.421939
3068,20000,20000,17.27,93000.0,28990.24
3069,10000,10000,11.71,48132.0,11904.15097
3070,8000,8000,6.62,42000.0,8842.64877
3071,12000,12000,12.42,60000.0,14704.55929
3072,16500,16500,11.71,33000.0,2003.01
3073,4475,4475,10.65,15000.0,5262.526095
3074,5750,5750,8.9,17000.0,6587.878141
3075,14600,14600,19.91,75000.0,19036.8071
3076,11200,11200,22.06,75000.0,18315.30005
3077,4900,4900,6.03,77000.0,5052.042015
3078,10000,10000,7.51,127500.0,10183.30792
3079,16000,16000,6.03,143000.0,17506.63636
3080,25200,25200,15.96,68400.0,28379.72313
3081,18650,18650,21.67,90000.0,3678.61
3082,12000,12000,11.71,64000.0,14288.77
3083,3600,3600,12.69,90000.0,3638.26
3084,15600,15600,17.58,48000.0,20731.91
3085,15000,15000,11.71,60000.0,17311.14567
3086,19200,19200,14.65,88900.0,19434.55
3087,9600,9600,14.65,60000.0,11921.19
3088,13200,13200,7.51,83625.0,14260.60027
3089,16000,16000,7.51,50000.0,16563.17212
3090,12000,12000,6.62,60000.0,5522.65
3091,12000,12000,16.77,93000.0,3198.28
3092,4000,4000,14.27,75000.0,4610.707317
3093,5000,5000,7.9,40000.0,3903.74
3094,30000,30000,23.13,102500.0,7810.5
3095,35000,35000,18.64,146000.0,45279.1289
3096,5000,5000,6.62,46000.0,5526.66
3097,6000,6000,15.96,60000.0,7443.346848
3098,5700,5700,19.03,40000.0,6401.216186
3099,5000,5000,11.71,70000.0,5952.67
3100,23000,23000,13.49,45948.0,4913.07
3101,12000,12000,16.77,80600.0,15107.97577
3102,25000,25000,10.65,79000.0,28499.49
3103,6000,6000,9.91,57600.0,6960.587287
3104,10000,10000,7.51,60000.0,11199.18
3105,7500,7500,19.03,150000.0,10289.7
3106,7000,7000,7.9,74346.0,7885.107215
3107,10000,10000,14.27,40992.0,10971.57476
3108,20000,20000,13.49,52000.0,24429.91659
3109,9600,9600,7.9,145000.0,10810.11
3110,20000,20000,18.25,58000.0,29894.06
3111,6550,6550,10.65,47000.0,7271.674723
3112,2500,2500,9.91,53000.0,2921.05
3113,12000,12000,19.42,56004.0,17190.15094
3114,2500,2500,9.91,13200.0,528.43
3115,30400,30400,21.28,110000.0,43837.72
3116,11300,11300,12.69,59500.0,13126.62978
3117,8575,8575,19.42,27840.0,1104.38
3118,16000,16000,11.71,42494.0,12130.35
3119,13000,13000,11.71,33600.0,16414.69998
3120,8500,8500,10.65,60353.0,9881.47096
3121,6000,6000,12.69,40000.0,6567.040496
3122,8800,8800,6.03,65000.0,9656.958363
3123,25000,25000,11.71,102000.0,29768.37
3124,6000,6000,7.51,32468.8,6713.62
3125,12000,12000,10.65,95000.0,12106.65125
3126,9600,9600,16.77,60000.0,12542.3
3127,8300,8300,7.9,35000.0,9364.53431
3128,5500,5500,17.58,33900.0,6432.005452
3129,35000,35000,7.9,95000.0,38592.46142
3130,3000,3000,11.71,40000.0,3383.106149
3131,2500,2500,13.49,50000.0,3053.71
3132,12000,12000,16.77,64000.0,15192.39685
3133,7200,7200,7.9,149000.0,8105.523991
3134,2000,2000,6.62,50000.0,2209.976603
3135,22000,22000,19.91,70000.0,23748.91029
3136,14000,14000,7.9,28800.0,15773.12257
3137,7500,7500,14.27,57000.0,8617.091563
3138,6000,6000,9.91,82000.0,6957.010001
3139,15000,15000,19.42,55000.0,4710.53
3140,22900,22900,18.25,55000.0,12361.79
3141,3500,3500,6.03,50000.0,3780.249174
3142,35000,35000,20.89,70000.0,41902.85759
3143,1950,1950,12.69,12000.0,2354.789992
3144,12000,12000,6.62,50000.0,12813.72542
3145,5000,5000,14.27,35000.0,6175.56
3146,6250,6250,17.27,55000.0,8886.43
3147,15000,15000,17.58,48000.0,19977.05
3148,30000,30000,19.91,173156.0,42039.46
3149,7000,7000,7.9,60000.0,7885.107215
3150,2600,2600,6.03,50000.0,2679.464877
3151,14000,14000,6.62,150000.0,15162.76018
3152,15000,15000,14.27,192000.0,18526.76
3153,14300,14300,6.03,90000.0,15668.22
3154,15600,15600,15.96,52000.0,19672.17041
3155,19000,19000,16.77,45000.0,24860.48
3156,6000,6000,10.65,126000.0,4652.0
3157,3000,3000,12.42,31200.0,3608.83
3158,3500,3500,12.69,34000.0,4223.689999
3159,2250,2250,18.25,15600.0,2928.006015
3160,8400,8400,11.71,70000.0,8876.745949
3161,5000,5000,9.91,36000.0,5792.590678
3162,16000,16000,18.64,46000.0,21789.54
3163,27575,27575,14.65,100500.0,35798.21503
3164,14000,14000,7.9,150000.0,8319.53
3165,35000,35000,20.3,191000.0,25126.3
3166,30000,30000,20.3,69996.0,46922.47199
3167,5000,5000,6.03,72000.0,5478.387981
3168,7500,7500,11.71,153000.0,7644.779284
3169,3000,3000,7.9,10000.0,3379.598435
3170,9000,9000,18.64,70000.0,11817.65
3171,24000,24000,11.71,48000.0,29780.4341
3172,13000,13000,14.65,60000.0,16262.83
3173,5500,5500,10.65,36000.0,6384.032863
3174,3500,3500,11.71,30000.0,4098.55
3175,35000,35000,12.69,131000.0,43047.94878
3176,24000,24000,8.9,95000.0,25966.99885
3177,21000,21000,17.58,150000.0,13333.83
3178,13200,13200,14.27,75000.0,4942.18
3179,30000,30000,9.91,130000.0,34802.94583
3180,12000,12000,8.9,73200.0,12820.18606
3181,5000,5000,6.62,50793.6,5526.66
3182,6850,6850,19.03,54000.0,6430.34
3183,12000,12000,7.9,60000.0,13517.36
3184,15000,15000,20.3,75000.0,18529.18754
3185,20000,20000,15.27,75000.0,13432.51
3186,5000,5000,16.77,50000.0,354.62
3187,35000,35000,12.42,150000.0,41642.15
3188,1500,1500,8.9,48000.0,1590.2076
3189,12000,12000,14.27,60000.0,7865.48
3190,21000,21000,17.58,51000.0,4226.51
3191,6000,6000,8.9,100000.0,6854.492947
3192,35000,35000,17.27,97500.0,32471.77
3193,12400,12400,15.27,60000.0,15651.47926
3194,30000,30000,9.91,110000.0,34685.45601
3195,1200,1200,14.27,90216.0,730.63
3196,7000,7000,7.51,47000.0,7661.479081
3197,5600,5600,7.9,70000.0,6006.527948
3198,4200,4200,14.27,80000.0,5040.554682
3199,7000,7000,16.29,35000.0,8895.630002
3200,25000,25000,12.69,120000.0,30190.28
3201,8500,8500,6.03,80000.0,9328.252402
3202,3000,3000,7.9,67000.0,3333.332477
3203,1600,1600,7.51,15120.0,1791.98
3204,35000,35000,19.03,75000.0,10974.1
3205,3400,3400,12.69,11000.0,4105.840001
3206,10000,10000,19.42,31000.0,9737.07
3207,10000,10000,6.62,66000.0,11053.31
3208,3500,3500,16.29,50000.0,4019.0
3209,24000,24000,19.42,62000.0,17538.82
3210,35000,35000,7.9,95000.0,39425.71999
3211,14000,14000,12.69,60000.0,15435.44985
3212,9600,9600,14.27,65196.0,11943.61585
3213,15000,15000,11.71,40000.0,17692.24917
3214,1000,1000,11.71,91000.0,1173.739893
3215,4000,4000,6.62,94000.0,4342.6268
3216,20000,20000,8.9,63440.0,22696.84106
3217,14000,14000,7.9,90000.0,15770.26
3218,15000,15000,6.03,400000.0,15290.24804
3219,20000,20000,11.71,63239.8,8827.34
3220,15000,15000,6.62,31200.0,15603.00321
3221,23000,23000,14.27,73000.0,28499.83
3222,6800,6800,12.69,34600.0,7601.275855
3223,30000,30000,11.71,115000.0,35111.51
3224,26375,26375,19.42,42000.0,39823.88001
3225,6400,6400,11.71,80000.0,7620.68
3226,10200,10200,8.9,90000.0,11593.96563
3227,30000,30000,7.51,125000.0,33599.65999
3228,12000,12000,8.9,60000.0,13120.26
3229,12000,12000,17.27,100000.0,15553.96319
3230,15000,15000,17.27,70000.0,19825.89
3231,15000,15000,16.77,136000.0,21487.56004
3232,8000,8000,7.51,65000.0,8822.847948
3233,19000,19000,9.91,80000.0,23992.07986
3234,9250,9250,7.9,31200.0,10419.64
3235,35000,35000,11.71,68000.0,44992.23997
3236,18000,18000,12.69,180396.0,20822.52345
3237,4600,4600,17.27,37000.0,6086.36
3238,5400,5400,12.42,40000.0,6495.879998
3239,14400,14400,15.27,60000.0,1720.66
3240,3000,3000,15.27,56004.0,3788.93
3241,1450,1450,12.42,36000.0,1572.30306
3242,12000,12000,18.25,24000.0,10537.42
3243,7200,7200,8.9,80000.0,7775.774451
3244,6000,6000,19.03,38400.0,8225.59
3245,12000,12000,12.69,90000.0,14502.97292
3246,6000,6000,6.62,76800.0,6513.827445
3247,8000,8000,19.42,82000.0,10618.19
3248,12600,12600,7.9,48000.0,13471.11
3249,35000,35000,8.9,70500.0,40010.33498
3250,8400,8400,7.51,130000.0,9374.102542
3251,11425,11425,9.91,57000.0,13254.07
